"Caller_ID","Test_Group","Outcome","State_Available","Email_Available"
"35155937TMNZJTAR",0,0,0,1
"99501919UFORUPAU",0,0,1,0
"13287332OBPKQQEU",1,0,0,0
"08556132MGCGMDKT",1,0,1,0
"30922683FIBZYTYX",1,0,0,0
"33956105SHRJLEOL",0,0,1,0
"82469122VPFWCBYT",0,0,0,0
"82789236YGIYBPOB",1,0,1,1
"32091171WMKDRYBK",1,0,0,0
"89118416LTISSISC",0,0,0,0
"17625127QEAUZDYD",0,0,0,0
"52133697BUKDGBDL",1,0,1,0
"70552444IPPKAUGZ",0,0,0,0
"50093776BTKACMSU",1,0,0,0
"47466966BRABLUAZ",1,0,0,0
"40076918NDSFOXBB",0,0,0,0
"96776799KILIOYZW",1,1,1,0
"56717542HKTWPMKO",0,0,1,0
"29766266CXFSPYMZ",0,0,0,0
"28590394OOMRKVJJ",1,0,0,0
"67640095KCGNLQMI",1,1,1,1
"31805385RKIQCBUA",1,0,0,0
"60589026YXIPZWWX",1,0,1,0
"64788380NKWQVRST",0,0,0,0
"29953854ZSSBPHAG",1,0,0,0
"86299665OZGLGSUE",1,0,0,0
"75967263JNPVMLQZ",1,0,0,0
"75411268KRBXYNIZ",1,1,0,0
"67874179RKCRUAWU",1,0,1,0
"11435109JYTKVSDD",0,0,0,0
"95765961MLEASTVO",1,0,1,0
"47021122GTJNKZWE",0,0,0,0
"36351534KZMNSLJJ",0,0,1,0
"17881568WHVJJBGL",0,0,0,0
"55653968KCXBXLVS",1,0,0,0
"44309755TGTEDXIS",0,0,0,0
"02835505DNUKQTCS",0,0,0,0
"48268237DSAXIJDE",0,0,0,1
"21971094EXDYFLNW",0,0,1,1
"46472672HLCRWJDC",0,0,0,0
"98278691JNYXBCGV",1,0,0,0
"02346876YHWLBEYQ",0,0,0,0
"64597612FPMGBVOW",0,0,0,0
"65416328SSTJYQUN",0,0,0,0
"25509569UDRGZMZW",0,0,1,1
"77257876KPLCWMUB",0,0,1,0
"46831996LBELVMWC",1,0,1,0
"72564199VLYULCGT",1,0,0,0
"16311170CXECIIHB",1,0,1,0
"56588160UFOKFDHF",0,0,0,0
"76264650IDHURTCY",1,0,1,1
"46075824GHWLITOB",0,0,0,0
"70526219RNCGOMWC",1,0,1,0
"19243438IYWNMZQN",1,0,0,0
"70819847VSMZLBAV",0,0,1,0
"29884021FLPNQROI",1,0,1,0
"87504552OYKMTMCR",1,0,1,0
"13129252XRHIUEHI",0,0,1,0
"59089349YNYHLTEG",1,0,0,0
"52870925HRLSPLFC",1,0,0,0
"27144827VTFXPHPA",1,0,1,0
"01017925SVDFHQPP",1,0,0,0
"25515046NJONQKOY",0,0,0,0
"06283558BMSMTVXD",1,0,0,0
"20818892ELMWVVCT",1,0,1,0
"11615461ZXAWBHGD",1,0,1,0
"33777390NOGPUWAH",1,0,0,0
"43195467SRQOHFKG",1,0,0,0
"54236808XYNYJUKU",1,0,0,0
"41261457HYIDPHNA",1,0,0,0
"97711979MCMXNKBS",1,0,0,0
"68551011ZLEEGEXF",1,0,1,0
"58813424UBCGRPCC",1,0,0,0
"03297744DYRAWADC",0,0,0,0
"46983997ZWWVETSI",0,0,1,1
"92562159SMZJXUEN",1,0,0,0
"82723538SZMJKGYV",0,0,0,0
"52048507YVLHLVVT",0,0,0,0
"98242680JQQKFCBY",0,0,0,0
"85369911XQDGCDHI",1,0,0,0
"09010697FDIQRKHP",1,0,0,0
"15023463ADMPRIHP",0,0,1,0
"51467305DMKXBTUR",1,0,0,0
"98800317TBVHSWUP",0,0,1,0
"70244904LWHFATCB",1,0,0,0
"09825213CSNQKVVK",1,0,0,0
"31466274VEMMBHOM",1,0,1,0
"83515971GJYVVZVV",0,0,1,1
"26198409TVSIJMQG",1,0,1,0
"22354095TSRGVALG",1,0,0,0
"63173057PPZVXQWZ",1,0,0,0
"42379553EJHNHGYV",0,0,0,0
"91507641ZFYKINMJ",1,0,0,0
"96843681CPDSEIGK",0,0,0,0
"54085294UYLMGDXO",0,0,0,0
"44098361IWKKNDMR",0,0,1,0
"45395803NWKYHAKG",0,0,0,0
"38604594AUPPRDQL",1,0,0,0
"04185301CSZPRZXR",0,0,1,0
"98272716NYZLVBCI",0,0,1,0
"75302807XNOZYIVV",0,0,0,0
"98693749FLCIBMQX",1,0,1,0
"72743121IMVEJEED",0,0,1,1
"31162535HSZEOUCV",0,0,0,0
"08948916ZLRPAPEG",0,0,0,0
"81836324TEPUSKDB",0,0,0,0
"78572537BLQTCNPI",0,0,0,0
"23290047LHZRRWDB",0,0,1,0
"47667436UYNXHNGL",0,0,0,0
"88686224GUROGYZD",0,0,0,0
"19526266PRLIHXUU",0,0,1,0
"54607557ZXPXGOGD",1,0,1,0
"72790453IDSASPWU",1,0,0,0
"19522679JKTOYJHE",1,0,0,0
"55287970HHSPOQVJ",1,0,1,0
"84395205EBANTIJF",0,0,0,0
"72257322TVDADLAF",0,0,0,0
"38334854ZRELJJHL",0,0,1,0
"68215382GSJBTUCK",1,0,0,0
"10422491CLOEFIWG",1,0,0,0
"51094035KHEAMSCQ",1,0,0,0
"03662310ZJXRSMWC",0,0,1,0
"97365910ECGFCEGM",0,0,1,0
"21251538AFKHBHGC",1,1,1,0
"72668380SPEULDPU",0,0,0,0
"62435567PWIZCCGR",0,0,1,0
"30464006BQODXOTI",1,0,0,0
"41803511JVELTERC",0,0,0,0
"30293509KNUEXSPS",1,0,0,0
"30050127YEHXPCER",0,0,0,0
"65580205RQRJNRPA",1,0,1,0
"27922892AKVIMODL",0,0,1,0
"48265395HTXCLGYP",0,0,1,0
"86139418ZQPFYWDW",1,0,0,0
"45622925JDXZHQMV",0,0,0,0
"23984006IZZLEAQQ",1,0,1,0
"99793844XLESLHZU",0,0,0,0
"33972669QDFMGATQ",0,1,0,0
"06457219CYVNZUAI",1,0,0,0
"43124778DQWWRBFA",0,0,0,0
"52273193QHCIMONZ",1,0,1,1
"56285022AJFQERIO",0,0,1,0
"37812557RADQOSUH",1,0,0,0
"81035606HMLBEJJV",1,0,0,0
"61542013OMASTKXH",1,1,0,0
"15184413ARZGMXIB",0,0,0,0
"80506250KMUQMTYU",1,0,0,0
"35582949WUEZNUJM",1,0,1,0
"39414521WCNLHCPI",1,0,1,0
"54241448UDTMKZWY",1,0,0,0
"24255290ZNJVPCDE",0,0,0,0
"74000103HPYERNHK",0,0,0,0
"77179019RMWVKLRM",0,0,0,0
"18145661NPXWINTM",0,0,0,0
"07046174OXZZZUAT",0,0,1,0
"13826333BRJTAZGQ",0,0,0,0
"23443044JGXGYRYW",0,0,0,0
"83654462SAUIIRAT",1,0,1,1
"04226182TCAMCXQW",1,0,0,0
"15639075GYTHPVYN",1,0,0,0
"04872641JYKUVYBE",0,0,0,0
"17886148JHUJUAOD",1,0,1,0
"98878188MEPQIWUI",1,0,0,0
"73976979KCOCFXLX",0,0,1,0
"03082181ADHVUHSI",1,0,0,0
"52542760HSIVQYBE",0,0,1,0
"03173431AIEIPHYW",0,0,0,0
"79330120YXBSAGRZ",0,0,0,0
"91547457YWLXKBCC",0,0,1,0
"86292552NKQXNZSJ",1,0,1,0
"28141699JWNNAQZR",0,0,1,0
"43472432JJRKQANF",1,1,1,1
"65833354MVPAFYBE",0,0,1,0
"55977670UNTJHJXR",1,0,1,0
"51514153SLTJESDI",1,0,0,0
"23891564AMBHRUXM",0,0,0,0
"24778617RTTMQKKL",1,0,0,0
"37650891QHVRDQNL",0,0,0,0
"70583765MTRZNUNW",1,1,0,0
"00706931KVUTISZL",0,0,0,0
"54615067WWZDOIWS",1,0,1,0
"05292395TPSWGVQJ",1,0,0,0
"16265394UDPSUFYZ",1,1,1,1
"73980267TAIFWTUJ",0,0,0,0
"00049559VPGZWKPW",0,0,0,0
"59319372SGNZCCTX",1,0,1,0
"43172368ATBOPCBI",1,0,0,0
"13126624CTNXFEAU",1,0,1,0
"20276371NRPLZMER",0,0,1,0
"98772886CSWZLRFI",1,0,1,0
"35243511ZAEXLBVK",1,0,0,0
"61241636URVIAPSL",0,1,1,1
"06180414UUPFNKGR",1,0,1,0
"65947499PFKQWTOV",0,0,1,0
"18482829WDGCXVRQ",1,0,1,0
"86245490XNYRPAQT",0,0,1,0
"86743656PHXXMIYD",1,0,0,0
"70532924JDFDIFYY",0,0,0,0
"64002358HJHWRCWK",0,0,0,0
"15775879DOXDTTQJ",0,0,0,0
